연번,단속장소,위반내용,견인료,견인일자
457,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-07 09:22
458,서울특별시 양천구 목동 405-84,지하철역 진출입로 및 주변,"40,000",2022-01-07 09:23
459,서울특별시 양천구 목동 408-23,"버스정류장, 택시 승강장","40,000",2022-01-07 09:54
460,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-10 09:14
461,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-10 09:14
462,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-10 09:40
463,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-10 09:41
464,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-10 09:41
465,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-10 09:42
466,서울특별시 양천구 신정동 1074,지하철역 진출입로 및 주변,"40,000",2022-01-10 10:14
467,서울특별시 양천구 신월동 886,"횡단보도, 산책로 등","40,000",2022-01-10 10:29
468,서울특별시 양천구 목동 406-189,"버스정류장, 택시 승강장","40,000",2022-01-10 11:03
469,서울특별시 양천구 신정동 994-2,지하철역 진출입로 및 주변,"40,000",2022-01-10 11:25
470,서울특별시 양천구 목동 927,"버스정류장, 택시 승강장","40,000",2022-01-10 11:32
471,서울특별시 양천구 신월동 629-1,"횡단보도, 산책로 등","40,000",2022-01-10 15:39
472,서울특별시 양천구 신정동 1142,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-10 15:57
473,서울특별시 양천구 목동 915,"횡단보도, 산책로 등","40,000",2022-01-11 10:21
474,서울특별시 양천구 목동 911-10,"횡단보도, 산책로 등","40,000",2022-01-11 12:14
475,서울특별시 양천구 목동 408-40,"버스정류장, 택시 승강장","40,000",2022-01-11 12:50
476,서울특별시 양천구 신정동 1068,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-11 13:24
477,서울특별시 양천구 신정동 1067,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-11 13:30
478,서울특별시 양천구 신월동 273,"횡단보도, 산책로 등","40,000",2022-01-12 09:33
479,서울특별시 양천구 신월동 263,"횡단보도, 산책로 등","40,000",2022-01-12 09:45
480,서울특별시 양천구 신월동 804,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-12 10:03
481,서울특별시 양천구 신정동 1056,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-12 10:20
482,서울특별시 양천구 신정동 902-1,"점자블록, 엘리베이터 입구","40,000",2022-01-12 10:33
483,서울특별시 양천구 신정동 902-1,"점자블록, 엘리베이터 입구","40,000",2022-01-12 10:35
484,서울특별시 양천구 신정동 994-15,지하철역 진출입로 및 주변,"40,000",2022-01-12 10:56
485,서울특별시 양천구 신정동 1074,"횡단보도, 산책로 등","40,000",2022-01-12 10:59
486,서울특별시 양천구 목동 927-7,"점자블록, 엘리베이터 입구","40,000",2022-01-12 11:14
487,서울특별시 양천구 목동 915,보도 중앙,"40,000",2022-01-12 11:31
488,서울특별시 양천구 신정동 322-3,"횡단보도, 산책로 등","40,000",2022-01-12 11:59
489,서울특별시 양천구 목동 903,"버스정류장, 택시 승강장","40,000",2022-01-13 10:05
490,서울특별시 양천구 목동 903,"버스정류장, 택시 승강장","40,000",2022-01-13 10:07
491,서울특별시 양천구 목동 903,"버스정류장, 택시 승강장","40,000",2022-01-13 10:08
492,서울특별시 양천구 신정동 1090,지하철역 진출입로 및 주변,"40,000",2022-01-13 10:51
493,서울특별시 양천구 신정동 1090,지하철역 진출입로 및 주변,"40,000",2022-01-13 10:53
494,서울특별시 양천구 신월동 824,"횡단보도, 산책로 등","40,000",2022-01-13 11:40
495,서울특별시 양천구 목동 882,"횡단보도, 산책로 등","40,000",2022-01-13 14:55
496,서울특별시 양천구 신월동 258,"횡단보도, 산책로 등","40,000",2022-01-14 09:08
497,서울특별시 양천구 신월동 273,"횡단보도, 산책로 등","40,000",2022-01-14 09:16
498,서울특별시 양천구 신월동 804,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-14 10:05
499,서울특별시 양천구 신정동 1056,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-14 10:19
500,서울특별시 양천구 신정동 934-7,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-14 10:28
501,서울특별시 양천구 신정동 1065,"횡단보도, 산책로 등","40,000",2022-01-14 10:40
502,서울특별시 양천구 신정동 1013-7,"횡단보도, 산책로 등","40,000",2022-01-14 11:01
503,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-14 11:14
504,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-14 11:22
505,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-14 11:23
506,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-14 11:24
507,서울특별시 양천구 목동 902,"횡단보도, 산책로 등","40,000",2022-01-14 11:51
508,서울특별시 양천구 목동 913-3,"횡단보도, 산책로 등","40,000",2022-01-14 12:03
509,서울특별시 양천구 신정동 314-7,"횡단보도, 산책로 등","40,000",2022-01-14 12:54
510,서울특별시 양천구 신월동 293,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-17 10:03
511,서울특별시 양천구 신정동 1075,"횡단보도, 산책로 등","40,000",2022-01-17 10:32
512,서울특별시 양천구 신정동 1066,"횡단보도, 산책로 등","40,000",2022-01-17 10:41
513,서울특별시 양천구 목동 405-1,"횡단보도, 산책로 등","40,000",2022-01-17 11:11
514,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-17 11:19
515,서울특별시 양천구 목동 406-189,"점자블록, 엘리베이터 입구","40,000",2022-01-17 11:29
516,서울특별시 양천구 목동 406-189,"점자블록, 엘리베이터 입구","40,000",2022-01-17 11:31
517,서울특별시 양천구 목동 913-3,"횡단보도, 산책로 등","40,000",2022-01-17 11:54
518,서울특별시 양천구 목동 901,"점자블록, 엘리베이터 입구","40,000",2022-01-17 12:24
519,서울특별시 양천구 목동 907-8,"횡단보도, 산책로 등","40,000",2022-01-17 12:42
520,서울특별시 양천구 목동 916,"횡단보도, 산책로 등","40,000",2022-01-17 12:51
521,서울특별시 양천구 신월동 798,"횡단보도, 산책로 등","40,000",2022-01-17 14:39
522,서울특별시 양천구 신월동 828,"점자블록, 엘리베이터 입구","40,000",2022-01-17 14:48
523,서울특별시 양천구 신정동 1110,"횡단보도, 산책로 등","40,000",2022-01-17 15:01
524,서울특별시 양천구 신정동 987-2,"횡단보도, 산책로 등","40,000",2022-01-17 15:04
525,서울특별시 양천구 목동 903-3,"버스정류장, 택시 승강장","40,000",2022-01-18 11:17
526,서울특별시 양천구 목동 917-3,"횡단보도, 산책로 등","40,000",2022-01-18 11:29
527,서울특별시 양천구 신정동 911-3,"점자블록, 엘리베이터 입구","40,000",2022-01-19 10:49
528,서울특별시 양천구 신정동 1056,"횡단보도, 산책로 등","40,000",2022-01-19 10:57
529,서울특별시 양천구 신정동 1065,"횡단보도, 산책로 등","40,000",2022-01-19 11:05
530,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-19 11:28
531,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-19 11:31
532,서울특별시 양천구 목동 913-3,"횡단보도, 산책로 등","40,000",2022-01-19 11:44
533,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-19 12:11
534,서울특별시 양천구 목동 917-3,"횡단보도, 산책로 등","40,000",2022-01-19 12:35
535,서울특별시 양천구 신월동 640,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-20 10:40
536,서울특별시 양천구 신월동 640,"횡단보도, 산책로 등","40,000",2022-01-20 10:45
537,서울특별시 양천구 신월동 617-2,"횡단보도, 산책로 등","40,000",2022-01-20 10:56
538,서울특별시 양천구 신정동 1093,"횡단보도, 산책로 등","40,000",2022-01-20 11:07
539,서울특별시 양천구 신정동 1142,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-20 11:16
540,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-20 11:31
541,서울특별시 양천구 목동 451,지하철역 진출입로 및 주변,"40,000",2022-01-20 11:42
542,서울특별시 양천구 목동 903-4,"횡단보도, 산책로 등","40,000",2022-01-20 12:15
543,서울특별시 양천구 목동 903-4,"횡단보도, 산책로 등","40,000",2022-01-20 12:17
544,서울특별시 양천구 목동 131-96,"횡단보도, 산책로 등","40,000",2022-01-20 12:31
545,서울특별시 양천구 목동 913-4,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-20 12:59
546,서울특별시 양천구 목동 913-2,"횡단보도, 산책로 등","40,000",2022-01-20 13:10
547,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-21 11:59
548,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-21 12:03
549,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-21 12:04
550,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-21 12:05
551,서울특별시 양천구 목동 560,지하철역 진출입로 및 주변,"40,000",2022-01-24 09:45
552,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-24 10:08
553,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-24 10:10
554,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-24 10:16
555,서울특별시 양천구 목동 405-84,지하철역 진출입로 및 주변,"40,000",2022-01-24 10:16
556,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-24 10:18
557,서울특별시 양천구 신정동 1056,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-25 09:22
558,서울특별시 양천구 신정동 1056,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-25 09:23
559,서울특별시 양천구 신정동 911-7,"횡단보도, 산책로 등","40,000",2022-01-25 09:35
560,서울특별시 양천구 신정동 911-7,"횡단보도, 산책로 등","40,000",2022-01-25 09:37
561,서울특별시 양천구 목동 927-8,지하철역 진출입로 및 주변,"40,000",2022-01-25 10:02
562,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-25 10:10
563,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-25 10:11
564,서울특별시 양천구 목동 406-4,"버스정류장, 택시 승강장","40,000",2022-01-25 10:37
565,서울특별시 양천구 목동 406-4,"버스정류장, 택시 승강장","40,000",2022-01-25 10:39
566,서울특별시 양천구 신월동 807,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-26 09:23
567,서울특별시 양천구 신월동 803,보도와 차도가 구분된 도로의 차도,"40,000",2022-01-26 09:28
568,서울특별시 양천구 신월동 225-17,"횡단보도, 산책로 등","40,000",2022-01-26 09:37
569,서울특별시 양천구 신정동 1094,"횡단보도, 산책로 등","40,000",2022-01-26 10:03
570,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-26 10:18
571,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-26 10:22
572,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-26 10:23
573,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-26 10:24
574,서울특별시 양천구 목동 451,지하철역 진출입로 및 주변,"40,000",2022-01-26 11:05
575,서울특별시 양천구 목동 451,"횡단보도, 산책로 등","40,000",2022-01-26 11:34
576,서울특별시 양천구 목동 903,"버스정류장, 택시 승강장","40,000",2022-01-27 11:09
577,서울특별시 양천구 목동 903,"버스정류장, 택시 승강장","40,000",2022-01-27 11:10
578,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-27 11:27
579,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-27 11:28
580,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-27 11:29
581,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-27 11:37
582,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-27 11:38
583,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-27 11:39
584,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-01-28 09:21
585,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-28 09:24
586,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-28 09:25
587,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-01-28 09:26
588,서울특별시 양천구 신정동 1124,"횡단보도, 산책로 등","40,000",2022-02-03 09:29
589,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-02-03 09:42
590,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-02-03 09:46
591,서울특별시 양천구 목동 812,"횡단보도, 산책로 등","40,000",2022-02-03 09:58
592,서울특별시 양천구 신월동 802,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-04 10:04
593,서울특별시 양천구 신정동 1065,"횡단보도, 산책로 등","40,000",2022-02-04 10:32
594,서울특별시 양천구 신정동 1065,"횡단보도, 산책로 등","40,000",2022-02-04 10:32
595,서울특별시 양천구 신정동 1065,"횡단보도, 산책로 등","40,000",2022-02-04 10:33
596,서울특별시 양천구 신정동 971-20,"버스정류장, 택시 승강장","40,000",2022-02-04 10:53
597,서울특별시 양천구 신정동 1050-1,"점자블록, 엘리베이터 입구","40,000",2022-02-04 11:03
598,서울특별시 양천구 신정동 313-1,"횡단보도, 산책로 등","40,000",2022-02-04 11:30
599,서울특별시 양천구 신정동 313-1,"횡단보도, 산책로 등","40,000",2022-02-04 11:31
600,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-02-04 11:44
601,서울특별시 양천구 목동 405-212,지하철역 진출입로 및 주변,"40,000",2022-02-04 11:48
602,서울특별시 양천구 목동 916-2,"횡단보도, 산책로 등","40,000",2022-02-04 12:17
603,서울특별시 양천구 목동 603-25,지하철역 진출입로 및 주변,"40,000",2022-02-07 09:29
604,서울특별시 양천구 목동 131-30,"횡단보도, 산책로 등","40,000",2022-02-07 09:41
605,서울특별시 양천구 목동 199-51,"점자블록, 엘리베이터 입구","40,000",2022-02-07 09:53
606,서울특별시 양천구 목동 199-51,"점자블록, 엘리베이터 입구","40,000",2022-02-07 09:57
607,서울특별시 양천구 목동 915,"버스정류장, 택시 승강장","40,000",2022-02-07 10:21
608,서울특별시 양천구 목동 947,"버스정류장, 택시 승강장","40,000",2022-02-07 10:47
609,서울특별시 양천구 목동 947,"버스정류장, 택시 승강장","40,000",2022-02-07 10:48
610,서울특별시 양천구 목동 947,"버스정류장, 택시 승강장","40,000",2022-02-07 10:48
611,서울특별시 양천구 목동 916-1,"횡단보도, 산책로 등","40,000",2022-02-07 12:12
612,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2022-02-07 13:02
613,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2022-02-07 13:02
614,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2022-02-07 13:03
615,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2022-02-07 13:04
616,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2022-02-07 13:05
617,서울특별시 양천구 목동 406-44,"버스정류장, 택시 승강장","40,000",2022-02-07 13:05
618,서울특별시 양천구 신정동 1142,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-08 10:16
619,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-02-08 10:33
620,서울특별시 양천구 목동 405-313,"점자블록, 엘리베이터 입구","40,000",2022-02-08 10:42
621,서울특별시 양천구 목동 606-5,지하철역 진출입로 및 주변,"40,000",2022-02-08 11:13
622,서울특별시 양천구 목동 900-9,지하철역 진출입로 및 주변,"40,000",2022-02-08 11:24
623,서울특별시 양천구 목동 900-9,지하철역 진출입로 및 주변,"40,000",2022-02-08 11:28
624,서울특별시 양천구 목동 405-212,"점자블록, 엘리베이터 입구","40,000",2022-02-09 11:03
625,서울특별시 양천구 목동 914-8,"횡단보도, 산책로 등","40,000",2022-02-09 11:15
626,서울특별시 양천구 목동 913-3,"횡단보도, 산책로 등","40,000",2022-02-09 11:35
627,서울특별시 양천구 목동 913-3,"횡단보도, 산책로 등","40,000",2022-02-09 11:36
628,서울특별시 양천구 목동 913-4,"횡단보도, 산책로 등","40,000",2022-02-09 11:41
629,서울특별시 양천구 신월동 116-5,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-09 15:38
630,서울특별시 양천구 신정동 1065,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-10 12:13
631,서울특별시 양천구 목동 404-177,"횡단보도, 산책로 등","40,000",2022-02-10 12:32
632,서울특별시 양천구 목동 915,"점자블록, 엘리베이터 입구","40,000",2022-02-10 12:44
633,서울특별시 양천구 목동 131-131,"횡단보도, 산책로 등","40,000",2022-02-11 10:21
634,서울특별시 양천구 목동 903-4,"횡단보도, 산책로 등","40,000",2022-02-11 10:33
635,서울특별시 양천구 목동 916-1,"횡단보도, 산책로 등","40,000",2022-02-11 10:53
636,서울특별시 양천구 목동 915,"버스정류장, 택시 승강장","40,000",2022-02-14 12:24
637,서울특별시 양천구 신월동 852,"점자블록, 엘리베이터 입구","40,000",2022-02-15 10:49
638,서울특별시 양천구 신월동 428-3,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-15 11:00
639,서울특별시 양천구 신정동 1092,"횡단보도, 산책로 등","40,000",2022-02-15 11:10
640,서울특별시 양천구 목동 927,"버스정류장, 택시 승강장","40,000",2022-02-15 11:24
641,서울특별시 양천구 목동 927,"버스정류장, 택시 승강장","40,000",2022-02-15 11:24
642,서울특별시 양천구 신정동 948-42,"점자블록, 엘리베이터 입구","40,000",2022-02-16 09:37
643,서울특별시 양천구 신정동 311,"점자블록, 엘리베이터 입구","40,000",2022-02-16 09:48
644,서울특별시 양천구 신월동 899,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-16 10:08
645,서울특별시 양천구 목동 131-131,"횡단보도, 산책로 등","40,000",2022-02-17 09:26
646,서울특별시 양천구 목동 131-131,"횡단보도, 산책로 등","40,000",2022-02-17 09:26
647,서울특별시 양천구 목동 903-11,"횡단보도, 산책로 등","40,000",2022-02-17 09:47
648,서울특별시 양천구 목동 131-131,"점자블록, 엘리베이터 입구","40,000",2022-02-18 10:25
649,서울특별시 양천구 신월동 287,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-21 09:19
650,서울특별시 양천구 신월동 821,"횡단보도, 산책로 등","40,000",2022-02-21 09:29
651,서울특별시 양천구 신월동 825,"횡단보도, 산책로 등","40,000",2022-02-21 09:36
652,서울특별시 양천구 신월동 828,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-21 09:45
653,서울특별시 양천구 신정동 1146,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-21 10:14
654,서울특별시 양천구 신정동 1125,"점자블록, 엘리베이터 입구","40,000",2022-02-21 10:25
655,서울특별시 양천구 목동 901,"버스정류장, 택시 승강장","40,000",2022-02-22 11:45
656,서울특별시 양천구 목동 901,"버스정류장, 택시 승강장","40,000",2022-02-22 11:45
657,서울특별시 양천구 목동 903-6,"횡단보도, 산책로 등","40,000",2022-02-22 12:05
658,서울특별시 양천구 목동 903,"횡단보도, 산책로 등","40,000",2022-02-23 11:03
659,서울특별시 양천구 신월동 640,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-24 11:17
660,서울특별시 양천구 신월동 601-1,"버스정류장, 택시 승강장","40,000",2022-02-24 11:28
661,서울특별시 양천구 신월동 601-1,"횡단보도, 산책로 등","40,000",2022-02-24 11:33
662,서울특별시 양천구 신정동 1093,"버스정류장, 택시 승강장","40,000",2022-02-24 11:48
663,서울특별시 양천구 신월동 807,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-25 10:05
664,서울특별시 양천구 신정동 911-7,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-25 10:24
665,서울특별시 양천구 신정동 902-3,"점자블록, 엘리베이터 입구","40,000",2022-02-25 10:31
666,서울특별시 양천구 신정동 1079,지하철역 진출입로 및 주변,"40,000",2022-02-25 10:41
667,서울특별시 양천구 신정동 1018-1,"점자블록, 엘리베이터 입구","40,000",2022-02-25 11:05
668,서울특별시 양천구 신정동 1094,"횡단보도, 산책로 등","40,000",2022-02-25 11:11
669,서울특별시 양천구 목동 905-25,"횡단보도, 산책로 등","40,000",2022-02-25 11:45
670,서울특별시 양천구 목동 905-25,"횡단보도, 산책로 등","40,000",2022-02-25 11:45
671,서울특별시 양천구 목동 917-2,"횡단보도, 산책로 등","40,000",2022-02-25 12:00
672,서울특별시 양천구 목동 905-25,"횡단보도, 산책로 등","40,000",2022-02-25 12:14
673,서울특별시 양천구 신월동 225-17,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-28 09:23
674,서울특별시 양천구 신월동 824,"횡단보도, 산책로 등","40,000",2022-02-28 09:28
675,서울특별시 양천구 신정동 904-6,보도와 차도가 구분된 도로의 차도,"40,000",2022-02-28 09:43
676,서울특별시 양천구 목동 902-5,"버스정류장, 택시 승강장","40,000",2022-02-28 10:18
677,서울특별시 양천구 목동 907-1,"횡단보도, 산책로 등","40,000",2022-02-28 10:24
678,서울특별시 양천구 목동 905-16,"횡단보도, 산책로 등","40,000",2022-02-28 10:44
679,서울특별시 양천구 신월동 630,"횡단보도, 산책로 등","40,000",2022-02-28 12:16
680,서울특별시 양천구 신정동 326-3,"점자블록, 엘리베이터 입구","40,000",2022-02-28 12:32
681,서울특별시 양천구 신정동 318-10,"횡단보도, 산책로 등","40,000",2022-02-28 12:45
682,서울특별시 양천구 신정동 904-8,"횡단보도, 산책로 등","40,000",2022-03-02 09:49
